bank,quarter,call_type,call_date,position_in_call,section,speaker_role,speaker_name,speaker_institution,sentence_id,sentence_number,sentence,utterance_id,sentence_raw
JPM,2023-Q1,earnings,2023-04-14,2,prepared,management,Jeremy Barnum,,9831,35,"Client investment assets were down 1% year-on-year, but up 7% quarter-on-quarter, driven by market performance as well as strong net inflows.",1,"Client investment assets were down 1% year-on-year, but up 7% quarter-on-quarter, driven by market performance as well as strong net inflows."
JPM,2023-Q1,earnings,2023-04-14,2,prepared,management,Jeremy Barnum,,9832,36,"In Home Lending, revenue was down 38% year-on-year, largely driven by lower net interest income from tighter loan spreads and lower production revenue.",1,"In Home Lending, revenue was down 38% year-on-year, largely driven by lower net interest income from tighter loan spreads and lower production revenue."
JPM,2023-Q1,earnings,2023-04-14,2,prepared,management,Jeremy Barnum,,9833,37,"Moving to Card Services and Auto – revenue was up 14% year-on-year, largely driven by higher Card Services NII on higher revolving balances, partially offset by lower Auto lease income.",1,"Moving to Card Services and Auto – revenue was up 14% year-on-year, largely driven by higher Card Services NII on higher revolving balances, partially offset by lower Auto lease income."
JPM,2023-Q1,earnings,2023-04-14,2,prepared,management,Jeremy Barnum,,9834,38,Credit card spend was up 13% year-on-year.,1,Credit card spend was up 13% year-on-year.
JPM,2023-Q1,earnings,2023-04-14,2,prepared,management,Jeremy Barnum,,9835,39,"Card outstandings were up 21%, driven by strong new account growth and revolve normalization.",1,"Card outstandings were up 21%, driven by strong new account growth and revolve normalization."
JPM,2023-Q1,earnings,2023-04-14,2,prepared,management,Jeremy Barnum,,9836,40,"And in Auto, originations were $9.2 billion, up 10% year-on-year.",1,"And in Auto, originations were $9.2 billion, up 10% year-on-year."
JPM,2023-Q1,earnings,2023-04-14,2,prepared,management,Jeremy Barnum,,9837,41,Expenses of $8.1 billion were up 5% year-on-year reflecting the impact of wage inflation and higher headcount.,1,Expenses of $8.1 billion were up 5% year-on-year reflecting the impact of wage inflation and higher headcount.
JPM,2023-Q1,earnings,2023-04-14,2,prepared,management,Jeremy Barnum,,9838,42,"In terms of credit performance this quarter, credit costs were $1.4 billion, reflecting reserve builds of $300 million in Card and $50 million in Home Lending.",1,"In terms of credit performance this quarter, credit costs were $1.4 billion, reflecting reserve builds of $300 million in Card and $50 million in Home Lending."
JPM,2023-Q1,earnings,2023-04-14,2,prepared,management,Jeremy Barnum,,9839,43,"Net charge-offs were $1.1 billion, up about $500 million year-on-year, in line with expectations as delinquency levels continue to normalize across portfolios.",1,"Net charge-offs were $1.1 billion, up about $500 million year-on-year, in line with expectations as delinquency levels continue to normalize across portfolios."
JPM,2023-Q1,earnings,2023-04-14,2,prepared,management,Jeremy Barnum,,9840,44,"Next, the CIB on page 5.",1,"Next, the CIB on page 5."
JPM,2023-Q1,earnings,2023-04-14,2,prepared,management,Jeremy Barnum,,9841,45,CIB reported net income of $4.4 billion on revenue of $13.6 billion.,1,CIB reported net income of $4.4 billion on revenue of $13.6 billion.
JPM,2023-Q1,earnings,2023-04-14,2,prepared,management,Jeremy Barnum,,9842,46,Investment Banking revenue of $1.6 billion was down 24% year-on-year.,1,Investment Banking revenue of $1.6 billion was down 24% year-on-year.
JPM,2023-Q1,earnings,2023-04-14,2,prepared,management,Jeremy Barnum,,9843,47,IB fees were down 19%.,1,IB fees were down 19%.
JPM,2023-Q1,earnings,2023-04-14,2,prepared,management,Jeremy Barnum,,9844,48,We ranked number one with first quarter wallet share of 8.7%.,1,We ranked number one with first quarter wallet share of 8.7%.
JPM,2023-Q1,earnings,2023-04-14,2,prepared,management,Jeremy Barnum,,9845,49,"In advisory, fees were down 6% compared to a strong first quarter last year.",1,"In advisory, fees were down 6% compared to a strong first quarter last year."
JPM,2023-Q1,earnings,2023-04-14,2,prepared,management,Jeremy Barnum,,9846,50,Our underwriting businesses continued to be affected by market conditions with fees down 34% for debt and 6% for equity.,1,Our underwriting businesses continued to be affected by market conditions with fees down 34% for debt and 6% for equity.
JPM,2023-Q1,earnings,2023-04-14,2,prepared,management,Jeremy Barnum,,9847,51,"In terms of the outlook, the dynamics remain the same: our pipeline is relatively robust, but conversion is sensitive to market conditions and the economic outlook.",1,"In terms of the outlook, the dynamics remain the same: our pipeline is relatively robust, but conversion is sensitive to market conditions and the economic outlook."
JPM,2023-Q1,earnings,2023-04-14,2,prepared,management,Jeremy Barnum,,9848,52,We expect the second quarter and the rest of the year to remain challenging.,1,We expect the second quarter and the rest of the year to remain challenging.
JPM,2023-Q1,earnings,2023-04-14,2,prepared,management,Jeremy Barnum,,9849,53,"Moving to Markets, total revenue was $8.4 billion, down 4% year-on-year.",1,"Moving to Markets, total revenue was $8.4 billion, down 4% year-on-year."
JPM,2023-Q1,earnings,2023-04-14,2,prepared,management,Jeremy Barnum,,9850,54,Fixed Income was flat.,1,Fixed Income was flat.
JPM,2023-Q1,earnings,2023-04-14,2,prepared,management,Jeremy Barnum,,9851,55,"Rates was strong during the rally early in the quarter, as well as through the elevated volatility in March.",1,"Rates was strong during the rally early in the quarter, as well as through the elevated volatility in March."
JPM,2023-Q1,earnings,2023-04-14,2,prepared,management,Jeremy Barnum,,9852,56,Credit was up on the back of higher client flows and Currencies & Emerging Markets was down relative to a very strong first quarter in the prior year.,1,Credit was up on the back of higher client flows and Currencies & Emerging Markets was down relative to a very strong first quarter in the prior year.
JPM,2023-Q1,earnings,2023-04-14,2,prepared,management,Jeremy Barnum,,9853,57,"Equity Markets was down 12%, driven by lower revenues in derivatives relative to a strong first quarter in the prior year and lower client activity in Cash.",1,"Equity Markets was down 12%, driven by lower revenues in derivatives relative to a strong first quarter in the prior year and lower client activity in Cash."
JPM,2023-Q1,earnings,2023-04-14,2,prepared,management,Jeremy Barnum,,9854,58,"Payments revenue was $2.4 billion, up 26% year-on-year.",1,"Payments revenue was $2.4 billion, up 26% year-on-year."
JPM,2023-Q1,earnings,2023-04-14,2,prepared,management,Jeremy Barnum,,9855,59,"Excluding the net impact of equity investments, primarily a gain in the prior year, it was up 55%, with the growth driven by higher rates, partially offset by lower deposit balances.",1,"Excluding the net impact of equity investments, primarily a gain in the prior year, it was up 55%, with the growth driven by higher rates, partially offset by lower deposit balances."
JPM,2023-Q1,earnings,2023-04-14,2,prepared,management,Jeremy Barnum,,9856,60,"Securities Services revenue of $1.1 billion was up 7% year-on-year, driven by higher rates, partially offset by lower deposit balances and market levels.",1,"Securities Services revenue of $1.1 billion was up 7% year-on-year, driven by higher rates, partially offset by lower deposit balances and market levels."
JPM,2023-Q1,earnings,2023-04-14,2,prepared,management,Jeremy Barnum,,9857,61,Expenses of $7.5 billion were up 2% year-on-year as higher headcount and wage inflation were largely offset by lower revenue-related compensation.,1,Expenses of $7.5 billion were up 2% year-on-year as higher headcount and wage inflation were largely offset by lower revenue-related compensation.
JPM,2023-Q1,earnings,2023-04-14,2,prepared,management,Jeremy Barnum,,9858,62,Moving to the Commercial Bank on page 6.,1,Moving to the Commercial Bank on page 6.
JPM,2023-Q1,earnings,2023-04-14,2,prepared,management,Jeremy Barnum,,9859,63,Commercial Banking reported net income of $1.3 billion.,1,Commercial Banking reported net income of $1.3 billion.
JPM,2023-Q1,earnings,2023-04-14,2,prepared,management,Jeremy Barnum,,9860,64,"Revenue of $3.5 billion was up 46% year-on-year, driven by higher deposit margins.",1,"Revenue of $3.5 billion was up 46% year-on-year, driven by higher deposit margins."
JPM,2023-Q1,earnings,2023-04-14,2,prepared,management,Jeremy Barnum,,9861,65,"Payments revenue of $2 billion was up 98% year-on-year driven by higher rates, and gross Investment Banking revenue of $881 million was up 21% year-on-year on increased M&A and bond underwriting from large deal activity.",1,"Payments revenue of $2 billion was up 98% year-on-year driven by higher rates, and gross Investment Banking revenue of $881 million was up 21% year-on-year on increased M&A and bond underwriting from large deal activity."
JPM,2023-Q1,earnings,2023-04-14,2,prepared,management,Jeremy Barnum,,9862,66,"Expenses of $1.3 billion were up 16% year-on-year, largely driven by higher compensation expense, including front office hiring and technology investments, as well as higher volume-related expense.",1,"Expenses of $1.3 billion were up 16% year-on-year, largely driven by higher compensation expense, including front office hiring and technology investments, as well as higher volume-related expense."
JPM,2023-Q1,earnings,2023-04-14,2,prepared,management,Jeremy Barnum,,9863,67,"Average deposits were down 16% year-on-year and 5% quarter-on- quarter, predominantly driven by continued attrition in non-operating deposits as well as seasonally lower balances.",1,"Average deposits were down 16% year-on-year and 5% quarter-on- quarter, predominantly driven by continued attrition in non-operating deposits as well as seasonally lower balances."
JPM,2023-Q1,earnings,2023-04-14,2,prepared,management,Jeremy Barnum,,9864,68,Loans were up 13% year-on-year and 1% sequentially.,1,Loans were up 13% year-on-year and 1% sequentially.
JPM,2023-Q1,earnings,2023-04-14,2,prepared,management,Jeremy Barnum,,9865,69,"C&I loans were up 1% quarter-on-quarter, with somewhat different dynamics based on client size.",1,"C&I loans were up 1% quarter-on-quarter, with somewhat different dynamics based on client size."
JPM,2023-Q1,earnings,2023-04-14,2,prepared,management,Jeremy Barnum,,9866,70,"In Middle Market Banking, higher rates and recession concerns have decreased new loan demand and utilization, which is also leading to weakness in capex spending.",1,"In Middle Market Banking, higher rates and recession concerns have decreased new loan demand and utilization, which is also leading to weakness in capex spending."
JPM,2023-Q1,earnings,2023-04-14,2,prepared,management,Jeremy Barnum,,9867,71,"In Corporate Client Banking, utilization rates increased modestly quarter-on-quarter as capital market conditions led more clients to opt for bank debt.",1,"In Corporate Client Banking, utilization rates increased modestly quarter-on-quarter as capital market conditions led more clients to opt for bank debt."
JPM,2023-Q1,earnings,2023-04-14,2,prepared,management,Jeremy Barnum,,9868,72,"CRE loans were also up 1% sequentially, with higher rates creating headwinds from both originations and prepayments.",1,"CRE loans were also up 1% sequentially, with higher rates creating headwinds from both originations and prepayments."
JPM,2023-Q1,earnings,2023-04-14,2,prepared,management,Jeremy Barnum,,9869,73,"And given the recent focus on commercial real estate, let me remind you that our office sector exposure is less than 10% of our portfolio and is focused in urban dense markets; and nearly two-thirds of our loans are multifamily, primarily in supply constrained markets.",1,"And given the recent focus on commercial real estate, let me remind you that our office sector exposure is less than 10% of our portfolio and is focused in urban dense markets; and nearly two-thirds of our loans are multifamily, primarily in supply constrained markets."
JPM,2023-Q1,earnings,2023-04-14,2,prepared,management,Jeremy Barnum,,9870,74,"Finally, credit costs of $417 million included a net reserve build of $379 million predominantly driven by what I mentioned upfront.",1,"Finally, credit costs of $417 million included a net reserve build of $379 million predominantly driven by what I mentioned upfront."
JPM,2023-Q1,earnings,2023-04-14,2,prepared,management,Jeremy Barnum,,9871,75,"Then to complete our lines of business, AWM on page 7.",1,"Then to complete our lines of business, AWM on page 7."
JPM,2023-Q1,earnings,2023-04-14,2,prepared,management,Jeremy Barnum,,9872,76,Asset & Wealth Management reported net income of $1.4 billion with pre-tax margin of 35%.,1,Asset & Wealth Management reported net income of $1.4 billion with pre-tax margin of 35%.
JPM,2023-Q1,earnings,2023-04-14,2,prepared,management,Jeremy Barnum,,9873,77,"Revenue of $4.8 billion was up 11% year-on-year, driven by higher deposit margins on lower balances and a valuation gain on our initial investment triggered by taking full ownership of our Asset Management Joint Venture in China, partially offset by the impact of lower average market levels on management fees and lower performance fees.",1,"Revenue of $4.8 billion was up 11% year-on-year, driven by higher deposit margins on lower balances and a valuation gain on our initial investment triggered by taking full ownership of our Asset Management Joint Venture in China, partially offset by the impact of lower average market levels on management fees and lower performance fees."
JPM,2023-Q1,earnings,2023-04-14,2,prepared,management,Jeremy Barnum,,9874,78,"Expenses of $3.1 billion were up 8% year-on-year, predominantly driven by compensation, reflecting growth in our private banking advisor teams, higher revenue-related compensation and the run-rate impact of acquisitions.",1,"Expenses of $3.1 billion were up 8% year-on-year, predominantly driven by compensation, reflecting growth in our private banking advisor teams, higher revenue-related compensation and the run-rate impact of acquisitions."
JPM,2023-Q1,earnings,2023-04-14,2,prepared,management,Jeremy Barnum,,9875,79,"For the quarter, net long-term inflows were $47 billion, led by Fixed Income and Equities.",1,"For the quarter, net long-term inflows were $47 billion, led by Fixed Income and Equities."
JPM,2023-Q1,earnings,2023-04-14,2,prepared,management,Jeremy Barnum,,9876,80,"And in liquidity, we saw net inflows of $93 billion, inclusive of our ongoing deposit migration.",1,"And in liquidity, we saw net inflows of $93 billion, inclusive of our ongoing deposit migration."
JPM,2023-Q1,earnings,2023-04-14,2,prepared,management,Jeremy Barnum,,9877,81,AUM of $3 trillion was up 2% year-on-year and overall client assets of $4.3 trillion were up 6% driven by continued net inflows into liquidity and long-term products.,1,AUM of $3 trillion was up 2% year-on-year and overall client assets of $4.3 trillion were up 6% driven by continued net inflows into liquidity and long-term products.
JPM,2023-Q1,earnings,2023-04-14,2,prepared,management,Jeremy Barnum,,9878,82,"And finally, loans were down 1% quarter-on-quarter, driven by lower securities-based lending, while average deposits were down 5%.",1,"And finally, loans were down 1% quarter-on-quarter, driven by lower securities-based lending, while average deposits were down 5%."
JPM,2023-Q1,earnings,2023-04-14,2,prepared,management,Jeremy Barnum,,9879,83,Turning to Corporate on page 8.,1,Turning to Corporate on page 8.
JPM,2023-Q1,earnings,2023-04-14,2,prepared,management,Jeremy Barnum,,9880,84,Corporate reported net income of $244 million.,1,Corporate reported net income of $244 million.
JPM,2023-Q1,earnings,2023-04-14,2,prepared,management,Jeremy Barnum,,9881,85,Revenue was $985 million compared to a net loss of $881 million last year.,1,Revenue was $985 million compared to a net loss of $881 million last year.
JPM,2023-Q1,earnings,2023-04-14,2,prepared,management,Jeremy Barnum,,9882,86,"NII was $1.7 billion, up $2.3 billion year-on-year, due to the impact of higher rates.",1,"NII was $1.7 billion, up $2.3 billion year-on-year, due to the impact of higher rates."
JPM,2023-Q1,earnings,2023-04-14,2,prepared,management,Jeremy Barnum,,9883,87,"NIR was a loss of $755 million compared with a loss of $345 million in the prior year, and included the net investment securities losses I mentioned earlier.",1,"NIR was a loss of $755 million compared with a loss of $345 million in the prior year, and included the net investment securities losses I mentioned earlier."
JPM,2023-Q1,earnings,2023-04-14,2,prepared,management,Jeremy Barnum,,9884,88,Expenses of $160 million were down $24 million year-on-year.,1,Expenses of $160 million were down $24 million year-on-year.
JPM,2023-Q1,earnings,2023-04-14,2,prepared,management,Jeremy Barnum,,9885,89,And credit costs of $370 million were driven by reserve builds on a couple of single name exposures.,1,And credit costs of $370 million were driven by reserve builds on a couple of single name exposures.
JPM,2023-Q1,earnings,2023-04-14,2,prepared,management,Jeremy Barnum,,9886,90,"Next, the Outlook on page 9.",1,"Next, the Outlook on page 9."
JPM,2023-Q1,earnings,2023-04-14,2,prepared,management,Jeremy Barnum,,9887,91,We now expect 2023 NII and NII ex.,1,We now expect 2023 NII and NII ex.
JPM,2023-Q1,earnings,2023-04-14,2,prepared,management,Jeremy Barnum,,9888,92,Markets to be approximately $81 billion.,1,Markets to be approximately $81 billion.
JPM,2023-Q1,earnings,2023-04-14,2,prepared,management,Jeremy Barnum,,9889,93,"This increase in guidance is primarily driven by lower rate paid assumptions across both consumer and wholesale in light of the expectation of Fed cuts later in the year, as well as slightly higher card revolving balances.",1,"This increase in guidance is primarily driven by lower rate paid assumptions across both consumer and wholesale in light of the expectation of Fed cuts later in the year, as well as slightly higher card revolving balances."
JPM,2023-Q1,earnings,2023-04-14,2,prepared,management,Jeremy Barnum,,9890,94,"Note that in line with my comments at the outset, recent deposit balance increases are not a meaningful contributor to the upward revision in the NII outlook given that we expect a meaningful portion of the recent inflows to reverse later in the year.",1,"Note that in line with my comments at the outset, recent deposit balance increases are not a meaningful contributor to the upward revision in the NII outlook given that we expect a meaningful portion of the recent inflows to reverse later in the year."
JPM,2023-Q1,earnings,2023-04-14,2,prepared,management,Jeremy Barnum,,9891,95,I would point out that this outlook still embeds significant reprice lags: we think a more sustainable NII ex.,1,I would point out that this outlook still embeds significant reprice lags: we think a more sustainable NII ex.
JPM,2023-Q1,earnings,2023-04-14,2,prepared,management,Jeremy Barnum,,9892,96,"Markets run-rate in the medium-term is well below this quarter's $84 billion, as well as below the $80 billion that is implied for the rest of the year by our full year guidance; and while we do not know exactly when this lower run-rate will be reached, when it happens, we believe it will be around the mid-70s.",1,"Markets run-rate in the medium-term is well below this quarter's $84 billion, as well as below the $80 billion that is implied for the rest of the year by our full year guidance; and while we donot know exactly when this lower run-rate will be reached, when it happens, we believe it will be around the mid-70s."
JPM,2023-Q1,earnings,2023-04-14,2,prepared,management,Jeremy Barnum,,9893,97,"And, of course, as we mentioned last quarter, this NII outlook remains highly sensitive to the uncertainty associated with the timing and the extent of deposit reprice, investment portfolio decisions, the dynamics of QT and RRP, the trajectory of Fed funds, as well as the broader macroeconomic environment – including its impact on loan growth.",1,"And, of course, as we mentioned last quarter, this NII outlook remains highly sensitive to the uncertainty associated with the timing and the extent of deposit reprice, investment portfolio decisions, the dynamics of QT and RRP, the trajectory of Fed funds, as well as the broader macroeconomic environment – including its impact on loan growth."
JPM,2023-Q1,earnings,2023-04-14,2,prepared,management,Jeremy Barnum,,9894,98,"Separately, it's worth noting that Markets NII may start to trend slightly positive towards the end of the year as a function of mix and rate effects.",1,"Separately, it's worth noting that Markets NII may start to trend slightly positive towards the end of the year as a function of mix and rate effects."
JPM,2023-Q1,earnings,2023-04-14,2,prepared,management,Jeremy Barnum,,9895,99,"Moving to expenses, our outlook for 2023 continues to be about $81 billion.",1,"Moving to expenses, our outlook for 2023 continues to be about $81 billion."
